prediction_week,scenario,FORECAST_POINT,START_OF_WEEK,FORECAST_DISTANCE,SKILL_OFFERED_SUM (actual)_PREDICTION,EXPLANATION_1_FEATURE_NAME,EXPLANATION_1_STRENGTH,EXPLANATION_1_ACTUAL_VALUE,EXPLANATION_1_QUALITATIVE_STRENGTH,EXPLANATION_2_FEATURE_NAME,EXPLANATION_2_STRENGTH,EXPLANATION_2_ACTUAL_VALUE,EXPLANATION_2_QUALITATIVE_STRENGTH,EXPLANATION_3_FEATURE_NAME,EXPLANATION_3_STRENGTH,EXPLANATION_3_ACTUAL_VALUE,EXPLANATION_3_QUALITATIVE_STRENGTH,EXPLANATION_4_FEATURE_NAME,EXPLANATION_4_STRENGTH,EXPLANATION_4_ACTUAL_VALUE,EXPLANATION_4_QUALITATIVE_STRENGTH,EXPLANATION_5_FEATURE_NAME,EXPLANATION_5_STRENGTH,EXPLANATION_5_ACTUAL_VALUE,EXPLANATION_5_QUALITATIVE_STRENGTH,EXPLANATION_6_FEATURE_NAME,EXPLANATION_6_STRENGTH,EXPLANATION_6_ACTUAL_VALUE,EXPLANATION_6_QUALITATIVE_STRENGTH,EXPLANATION_7_FEATURE_NAME,EXPLANATION_7_STRENGTH,EXPLANATION_7_ACTUAL_VALUE,EXPLANATION_7_QUALITATIVE_STRENGTH,EXPLANATION_8_FEATURE_NAME,EXPLANATION_8_STRENGTH,EXPLANATION_8_ACTUAL_VALUE,EXPLANATION_8_QUALITATIVE_STRENGTH,EXPLANATION_9_FEATURE_NAME,EXPLANATION_9_STRENGTH,EXPLANATION_9_ACTUAL_VALUE,EXPLANATION_9_QUALITATIVE_STRENGTH,EXPLANATION_10_FEATURE_NAME,EXPLANATION_10_STRENGTH,EXPLANATION_10_ACTUAL_VALUE,EXPLANATION_10_QUALITATIVE_STRENGTH,DEPLOYMENT_APPROVAL_STATUS,ASSOCIATION_ID,forecast_step,YEAR,MONTH,DAY_OF_YEAR,WEEK_OF_YEAR,SKILL,SKILL_OFFERED_SUM,ASA,Nieuwjaarsdag,1e Paasdag,2e Paasdag,Koningsdag,Hemelvaartsdag,1e Pinksterdag,2e Pinksterdag,1e Kerstdag,2e Kerstdag,Bevrijdingsdag,Holidays,Voorjaar,Mei,Zomer,Herfst,Kerst,Vacations,Black Friday,Cyber Monday,SpecialDays,NEW CUSTOMER,MIGRATION WITH CPE,MIGRATION WITHOU CPE,CHURN,TECH SWAP,MSTB,ADDON,BASE/STEADY,BASE,MESSAGINGINDICATOR
2025-09-29,planned,2025-09-29T00:00:00Z,2025-10-27,4,47812.70703125,ADDON (actual),3605.58359375,2696.0,+++,DAY_OF_YEAR (actual),2089.212109375,300.0,+++,CHURN (actual),-982.96328125,9058.0,--,START_OF_WEEK (Month) (actual),826.3140625,10.0,++,MSTB (actual),-549.151171875,1062.0,--,SKILL_OFFERED_SUM (naive latest value),-464.517578125,45209.0,-,Vacations (6 week max),398.95078125,18.0,+,WEEK_OF_YEAR (6 week mean),381.946875,37.5,+,Holidays (actual),354.19545,0.0,+,SKILL_OFFERED_SUM (2nd lag),352.481640625,43601.0,+,APPROVED,TECH_2025-10-27,4,2025,10,300,44,TECH,,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8397,5019,8532,9058,14058,1062,2696,"2822657,429","2871479,429",0
2025-09-29,planned,2025-09-29T00:00:00Z,2025-11-03,5,50459.88671875,ADDON (actual),4262.2390625,2870.0,+++,DAY_OF_YEAR (actual),3228.286328125,307.0,+++,WEEK_OF_YEAR (6 week mean),1004.04296875,37.5,++,MIGRATION WITH CPE (actual),897.4328125,14163.0,++,NEW CUSTOMER (actual),-500.241015625,7486.0,-,SKILL_OFFERED_SUM (6 week mean),-422.803125,44175.0,-,SKILL_OFFERED_SUM (5th lag),-422.65625,46594.0,-,MSTB (actual),-393.185546875,1071.0,-,SKILL_OFFERED_SUM (4th lag),-375.7484375,43341.0,-,START_OF_WEEK (Month) (actual),363.397265625,11.0,+,APPROVED,TECH_2025-11-03,5,2025,11,307,45,TECH,,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7486,14163,10247,7297,4041,1071,2870,"2819817,857","2866992,857",0
2025-09-29,planned,2025-09-29T00:00:00Z,2025-11-10,6,49774.28515625,ADDON (actual),4548.5203125,3052.0,+++,DAY_OF_YEAR (actual),2199.834765625,314.0,+++,MIGRATION WITH CPE (actual),-568.278125,8097.0,--,WEEK_OF_YEAR (6 week mean),541.4578125,37.5,++,NEW CUSTOMER (actual),538.05078125,7332.0,++,SKILL_OFFERED_SUM (3rd lag),-400.231640625,44458.0,-,SKILL_OFFERED_SUM (6 week std),364.47265625,1639.8427973436965,+,START_OF_WEEK (Month) (actual),363.397265625,11.0,+,SKILL_OFFERED_SUM (6 week median),-328.166796875,44029.5,-,SKILL_OFFERED_SUM (naive latest value),-278.65703125,45209.0,-,APPROVED,TECH_2025-11-10,6,2025,11,314,46,TECH,,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7332,8097,8652,7819,3418,1026,3052,"2819705,571","2859101,571",0
2025-09-29,planned,2025-09-29T00:00:00Z,2025-11-17,7,50188.84375,ADDON (actual),3711.298046875,2805.0,+++,DAY_OF_YEAR (actual),1435.451171875,321.0,++,NEW CUSTOMER (actual),798.21328125,7284.0,++,ASA (actual),726.076953125,130.0,++,WEEK_OF_YEAR (6 week mean),561.579296875,37.5,++,SKILL_OFFERED_SUM (3rd lag),-480.948046875,44458.0,--,START_OF_WEEK (Month) (actual),344.838671875,11.0,+,SKILL_OFFERED_SUM (2nd lag),336.627734375,43601.0,+,SKILL_OFFERED_SUM (naive latest value),-294.086328125,45209.0,-,MIGRATION WITHOU CPE (actual),-268.6234375,8723.0,-,APPROVED,TECH_2025-11-17,7,2025,11,321,47,TECH,,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7284,4990,8723,7635,3451,1025,2805,"2818477,429","2854390,429",0
2025-09-29,planned,2025-09-29T00:00:00Z,2025-11-24,8,47993.25,ADDON (actual),2543.05703125,2671.0,+++,DAY_OF_YEAR (actual),1009.56171875,328.0,++,TECH SWAP (actual),-700.858203125,3337.0,--,CHURN (actual),650.549609375,9585.0,++,WEEK_OF_YEAR (6 week mean),561.7875,37.5,++,SKILL_OFFERED_SUM (6 week mean),-462.48203125,44175.0,--,START_OF_WEEK (Month) (actual),386.778515625,11.0,++,SKILL_OFFERED_SUM (naive latest value),-344.55546875,45209.0,-,NEW CUSTOMER (actual),297.704296875,8650.0,+,SKILL_OFFERED_SUM (4th lag),-271.18515625,43341.0,-,APPROVED,TECH_2025-11-24,8,2025,11,328,48,TECH,,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8650,5729,9621,9585,3337,1055,2671,"2815992,714","2856640,714",0
2025-09-29,planned,2025-09-29T00:00:00Z,2025-12-01,9,47361.5859375,ADDON (actual),2554.469921875,2825.0,+++,DAY_OF_YEAR (actual),1203.87265625,335.0,++,SKILL_OFFERED_SUM (5th lag),-839.840234375,46594.0,--,WEEK_OF_YEAR (6 week mean),544.842578125,37.5,++,MIGRATION WITH CPE (actual),-531.99765625,8819.0,--,SKILL_OFFERED_SUM (4th lag),-418.153515625,43341.0,--,SKILL_OFFERED_SUM (3rd lag),-365.415234375,44458.0,--,TECH SWAP (actual),-306.045703125,3052.0,-,SKILL_OFFERED_SUM (6 week std),258.117578125,1639.8427973436965,+,SKILL_OFFERED_SUM (6 week median),-245.349609375,44029.5,-,APPROVED,TECH_2025-12-01,9,2025,12,335,49,TECH,,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10230,8819,25267,8913,3052,1029,2825,2810100,2870235,0
2025-09-29,planned,2025-09-29T00:00:00Z,2025-12-08,10,46316.34765625,ASA (actual),869.8296875,164.0,++,DAY_OF_YEAR (actual),824.737890625,342.0,++,WEEK_OF_YEAR (6 week mean),513.01328125,37.5,++,SKILL_OFFERED_SUM (2nd lag),402.635546875,43601.0,++,SKILL_OFFERED_SUM (6 week mean),-391.958203125,44175.0,--,SKILL_OFFERED_SUM (naive latest value),-383.202734375,45209.0,--,SKILL_OFFERED_SUM (6 week min),-311.701953125,41847.0,--,NEW CUSTOMER (actual),311.5828125,7837.0,++,MESSAGINGINDICATOR (6 week mean),308.578896875,8.333333333333334,++,MIGRATION WITH CPE (actual),290.059375,4876.0,++,APPROVED,TECH_2025-12-08,10,2025,12,342,50,TECH,,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7837,4876,9163,7445,2978,1022,2502,"2812008,857","2847831,857",0
2025-09-29,planned,2025-09-29T00:00:00Z,2025-12-15,11,42988.640625,DAY_OF_YEAR (actual),-2386.52421875,349.0,---,ADDON (actual),1056.14921875,2519.0,++,Vacations (6 week max),481.76640625,18.0,++,WEEK_OF_YEAR (6 week mean),-420.1046875,37.5,--,SKILL_OFFERED_SUM (3rd lag),414.63359375,44458.0,++,SKILL_OFFERED_SUM (6 week mean),-405.994921875,44175.0,--,SKILL_OFFERED_SUM (6 week max),-329.36953125,46594.0,--,MESSAGINGINDICATOR (6 week mean),303.353590625,8.333333333333334,+,MIGRATION WITHOU CPE (actual),-266.394921875,7658.0,-,Holidays (actual),243.677953125,0.0,+,APPROVED,TECH_2025-12-15,11,2025,12,349,51,TECH,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,8819,3928,7658,7635,2749,1030,2519,"2811664,571","2846002,571",0
2025-09-29,planned,2025-09-29T00:00:00Z,2025-12-22,12,33556.16796875,DAY_OF_YEAR (actual),-4092.57734375,356.0,---,Holidays (actual),-2667.519475,3.0,---,NEW CUSTOMER (actual),-1215.883984375,5574.0,--,MIGRATION WITH CPE (actual),-1071.69609375,2708.0,--,SKILL_OFFERED_SUM (acceleration),-670.39375,6904.0,--,SKILL_OFFERED_SUM (6 week mean),-655.10703125,44175.0,--,TECH SWAP (actual),598.8646484375,2194.0,+,Vacations (6 week max),588.9166015625,18.0,+,SKILL_OFFERED_SUM (6 week std),-492.841015625,1639.8427973436965,-,CHURN (actual),-458.860546875,5861.0,-,APPROVED,TECH_2025-12-22,12,2025,12,356,52,TECH,,74,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,54,54,0,0,0,5574,2708,4715,5861,2194,684,1806,"2811945,143","2835487,143",0
2025-09-29,planned,2025-09-29T00:00:00Z,2025-12-29,13,34896.7109375,DAY_OF_YEAR (actual),-4721.918359375,363.0,---,Holidays (actual),-2519.31850625,3.0,---,MIGRATION WITH CPE (actual),-1025.045703125,3287.0,--,START_OF_WEEK (Day of Month) (actual),-863.821484375,29.0,--,ASA (actual),649.398828125,167.0,++,Vacations (6 week max),610.24375,18.0,+,SKILL_OFFERED_SUM (6 week mean),-562.64296875,44175.0,-,SKILL_OFFERED_SUM (acceleration),-459.276171875,6904.0,-,SKILL_OFFERED_SUM (6 week std),-429.253515625,1639.8427973436965,-,SKILL_OFFERED_SUM (3rd lag),371.1125,44458.0,+,APPROVED,TECH_2025-12-29,13,2025,12,363,1,TECH,,167,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,54,54,0,0,0,11313,3287,6845,7787,2914,939,1942,2809525,2844552,0
2025-09-29,actual,2025-09-29T00:00:00Z,2025-10-06,1,44178.79296875,ADDON (actual),1640.3015625,2243.0,+++,DAY_OF_YEAR (actual),-912.341796875,279.0,--,WEEK_OF_YEAR (6 week mean),-757.269140625,37.5,--,Vacations (6 week max),682.444140625,18.0,++,START_OF_WEEK (Month) (actual),670.219140625,10.0,++,MIGRATION WITH CPE (actual),661.940234375,4594.0,++,ASA (actual),-600.83359375,71.0,--,NEW CUSTOMER (actual),541.408984375,6836.0,++,SKILL_OFFERED_SUM (6 week mean),-516.551171875,44175.0,--,SKILL_OFFERED_SUM (naive latest value),-486.2578125,45209.0,--,APPROVED,TECH_2025-10-06,1,2025,10,279,41,TECH,,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6836,4594,7337,7271,11137,1039,2243,"2829383,571","2869840,571",0
2025-09-29,actual,2025-09-29T00:00:00Z,2025-10-13,2,47524.44921875,ADDON (actual),1560.665625,2349.0,+++,MIGRATION WITH CPE (actual),1200.75390625,4342.0,++,WEEK_OF_YEAR (6 week mean),-749.190234375,37.5,--,Vacations (6 week max),682.444140625,18.0,++,START_OF_WEEK (Month) (actual),670.219140625,10.0,++,ASA (actual),644.03828125,128.0,++,DAY_OF_YEAR (actual),630.883984375,286.0,++,NEW CUSTOMER (actual),614.59140625,6985.0,++,SKILL_OFFERED_SUM (2nd lag),478.5796875,43601.0,++,SKILL_OFFERED_SUM (naive latest value),-423.2234375,45209.0,--,APPROVED,TECH_2025-10-13,2,2025,10,286,42,TECH,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,6985,4342,7665,7729,10040,981,2349,"2828105,286","2868196,286",0
2025-09-29,actual,2025-09-29T00:00:00Z,2025-10-20,3,53946.50390625,ASA (actual),4823.539453125,267.0,+++,ADDON (actual),2654.319140625,2609.0,++,DAY_OF_YEAR (actual),2471.47734375,293.0,++,START_OF_WEEK (Month) (actual),1814.76015625,10.0,++,NEW CUSTOMER (actual),715.755859375,7277.0,+,Vacations (6 week max),511.866796875,18.0,+,SKILL_OFFERED_SUM (2nd lag),479.753125,43601.0,+,START_OF_WEEK (Day of Month) (actual),421.21953125,20.0,+,MIGRATION WITH CPE (actual),373.409375,4822.0,+,SKILL_OFFERED_SUM (naive latest value),-371.16015625,45209.0,-,APPROVED,TECH_2025-10-20,3,2025,10,293,43,TECH,,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,7277,4822,8909,7716,11307,1025,2609,"2824630,714","2868295,714",0
2025-09-29,actual,2025-09-29T00:00:00Z,2025-10-27,4,47812.70703125,ADDON (actual),3605.58359375,2696.0,+++,DAY_OF_YEAR (actual),2089.212109375,300.0,+++,CHURN (actual),-982.96328125,9058.0,--,START_OF_WEEK (Month) (actual),826.3140625,10.0,++,MSTB (actual),-549.151171875,1062.0,--,SKILL_OFFERED_SUM (naive latest value),-464.517578125,45209.0,-,Vacations (6 week max),398.95078125,18.0,+,WEEK_OF_YEAR (6 week mean),381.946875,37.5,+,Holidays (actual),354.19545,0.0,+,SKILL_OFFERED_SUM (2nd lag),352.481640625,43601.0,+,APPROVED,TECH_2025-10-27,4,2025,10,300,44,TECH,,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8397,5019,8532,9058,14058,1062,2696,"2822657,429","2871479,429",0
2025-09-29,actual,2025-09-29T00:00:00Z,2025-11-03,5,50459.88671875,ADDON (actual),4262.2390625,2870.0,+++,DAY_OF_YEAR (actual),3228.286328125,307.0,+++,WEEK_OF_YEAR (6 week mean),1004.04296875,37.5,++,MIGRATION WITH CPE (actual),897.4328125,14163.0,++,NEW CUSTOMER (actual),-500.241015625,7486.0,-,SKILL_OFFERED_SUM (6 week mean),-422.803125,44175.0,-,SKILL_OFFERED_SUM (5th lag),-422.65625,46594.0,-,MSTB (actual),-393.185546875,1071.0,-,SKILL_OFFERED_SUM (4th lag),-375.7484375,43341.0,-,START_OF_WEEK (Month) (actual),363.397265625,11.0,+,APPROVED,TECH_2025-11-03,5,2025,11,307,45,TECH,,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7486,14163,10247,7297,4041,1071,2870,"2819817,857","2866992,857",0
2025-09-29,actual,2025-09-29T00:00:00Z,2025-11-10,6,49774.28515625,ADDON (actual),4548.5203125,3052.0,+++,DAY_OF_YEAR (actual),2199.834765625,314.0,+++,MIGRATION WITH CPE (actual),-568.278125,8097.0,--,WEEK_OF_YEAR (6 week mean),541.4578125,37.5,++,NEW CUSTOMER (actual),538.05078125,7332.0,++,SKILL_OFFERED_SUM (3rd lag),-400.231640625,44458.0,-,SKILL_OFFERED_SUM (6 week std),364.47265625,1639.8427973436965,+,START_OF_WEEK (Month) (actual),363.397265625,11.0,+,SKILL_OFFERED_SUM (6 week median),-328.166796875,44029.5,-,SKILL_OFFERED_SUM (naive latest value),-278.65703125,45209.0,-,APPROVED,TECH_2025-11-10,6,2025,11,314,46,TECH,,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7332,8097,8652,7819,3418,1026,3052,"2819705,571","2859101,571",0
2025-09-29,actual,2025-09-29T00:00:00Z,2025-11-17,7,50188.84375,ADDON (actual),3711.298046875,2805.0,+++,DAY_OF_YEAR (actual),1435.451171875,321.0,++,NEW CUSTOMER (actual),798.21328125,7284.0,++,ASA (actual),726.076953125,130.0,++,WEEK_OF_YEAR (6 week mean),561.579296875,37.5,++,SKILL_OFFERED_SUM (3rd lag),-480.948046875,44458.0,--,START_OF_WEEK (Month) (actual),344.838671875,11.0,+,SKILL_OFFERED_SUM (2nd lag),336.627734375,43601.0,+,SKILL_OFFERED_SUM (naive latest value),-294.086328125,45209.0,-,MIGRATION WITHOU CPE (actual),-268.6234375,8723.0,-,APPROVED,TECH_2025-11-17,7,2025,11,321,47,TECH,,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7284,4990,8723,7635,3451,1025,2805,"2818477,429","2854390,429",0
2025-09-29,actual,2025-09-29T00:00:00Z,2025-11-24,8,47993.25,ADDON (actual),2543.05703125,2671.0,+++,DAY_OF_YEAR (actual),1009.56171875,328.0,++,TECH SWAP (actual),-700.858203125,3337.0,--,CHURN (actual),650.549609375,9585.0,++,WEEK_OF_YEAR (6 week mean),561.7875,37.5,++,SKILL_OFFERED_SUM (6 week mean),-462.48203125,44175.0,--,START_OF_WEEK (Month) (actual),386.778515625,11.0,++,SKILL_OFFERED_SUM (naive latest value),-344.55546875,45209.0,-,NEW CUSTOMER (actual),297.704296875,8650.0,+,SKILL_OFFERED_SUM (4th lag),-271.18515625,43341.0,-,APPROVED,TECH_2025-11-24,8,2025,11,328,48,TECH,,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8650,5729,9621,9585,3337,1055,2671,"2815992,714","2856640,714",0
2025-09-29,actual,2025-09-29T00:00:00Z,2025-12-01,9,47361.5859375,ADDON (actual),2554.469921875,2825.0,+++,DAY_OF_YEAR (actual),1203.87265625,335.0,++,SKILL_OFFERED_SUM (5th lag),-839.840234375,46594.0,--,WEEK_OF_YEAR (6 week mean),544.842578125,37.5,++,MIGRATION WITH CPE (actual),-531.99765625,8819.0,--,SKILL_OFFERED_SUM (4th lag),-418.153515625,43341.0,--,SKILL_OFFERED_SUM (3rd lag),-365.415234375,44458.0,--,TECH SWAP (actual),-306.045703125,3052.0,-,SKILL_OFFERED_SUM (6 week std),258.117578125,1639.8427973436965,+,SKILL_OFFERED_SUM (6 week median),-245.349609375,44029.5,-,APPROVED,TECH_2025-12-01,9,2025,12,335,49,TECH,,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10230,8819,25267,8913,3052,1029,2825,2810100,2870235,0
2025-09-29,actual,2025-09-29T00:00:00Z,2025-12-08,10,46316.34765625,ASA (actual),869.8296875,164.0,++,DAY_OF_YEAR (actual),824.737890625,342.0,++,WEEK_OF_YEAR (6 week mean),513.01328125,37.5,++,SKILL_OFFERED_SUM (2nd lag),402.635546875,43601.0,++,SKILL_OFFERED_SUM (6 week mean),-391.958203125,44175.0,--,SKILL_OFFERED_SUM (naive latest value),-383.202734375,45209.0,--,SKILL_OFFERED_SUM (6 week min),-311.701953125,41847.0,--,NEW CUSTOMER (actual),311.5828125,7837.0,++,MESSAGINGINDICATOR (6 week mean),308.578896875,8.333333333333334,++,MIGRATION WITH CPE (actual),290.059375,4876.0,++,APPROVED,TECH_2025-12-08,10,2025,12,342,50,TECH,,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7837,4876,9163,7445,2978,1022,2502,"2812008,857","2847831,857",0
2025-09-29,actual,2025-09-29T00:00:00Z,2025-12-15,11,42988.640625,DAY_OF_YEAR (actual),-2386.52421875,349.0,---,ADDON (actual),1056.14921875,2519.0,++,Vacations (6 week max),481.76640625,18.0,++,WEEK_OF_YEAR (6 week mean),-420.1046875,37.5,--,SKILL_OFFERED_SUM (3rd lag),414.63359375,44458.0,++,SKILL_OFFERED_SUM (6 week mean),-405.994921875,44175.0,--,SKILL_OFFERED_SUM (6 week max),-329.36953125,46594.0,--,MESSAGINGINDICATOR (6 week mean),303.353590625,8.333333333333334,+,MIGRATION WITHOU CPE (actual),-266.394921875,7658.0,-,Holidays (actual),243.677953125,0.0,+,APPROVED,TECH_2025-12-15,11,2025,12,349,51,TECH,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,8819,3928,7658,7635,2749,1030,2519,"2811664,571","2846002,571",0
2025-09-29,actual,2025-09-29T00:00:00Z,2025-12-22,12,33556.16796875,DAY_OF_YEAR (actual),-4092.57734375,356.0,---,Holidays (actual),-2667.519475,3.0,---,NEW CUSTOMER (actual),-1215.883984375,5574.0,--,MIGRATION WITH CPE (actual),-1071.69609375,2708.0,--,SKILL_OFFERED_SUM (acceleration),-670.39375,6904.0,--,SKILL_OFFERED_SUM (6 week mean),-655.10703125,44175.0,--,TECH SWAP (actual),598.8646484375,2194.0,+,Vacations (6 week max),588.9166015625,18.0,+,SKILL_OFFERED_SUM (6 week std),-492.841015625,1639.8427973436965,-,CHURN (actual),-458.860546875,5861.0,-,APPROVED,TECH_2025-12-22,12,2025,12,356,52,TECH,,74,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,54,54,0,0,0,5574,2708,4715,5861,2194,684,1806,"2811945,143","2835487,143",0
2025-09-29,actual,2025-09-29T00:00:00Z,2025-12-29,13,34896.7109375,DAY_OF_YEAR (actual),-4721.918359375,363.0,---,Holidays (actual),-2519.31850625,3.0,---,MIGRATION WITH CPE (actual),-1025.045703125,3287.0,--,START_OF_WEEK (Day of Month) (actual),-863.821484375,29.0,--,ASA (actual),649.398828125,167.0,++,Vacations (6 week max),610.24375,18.0,+,SKILL_OFFERED_SUM (6 week mean),-562.64296875,44175.0,-,SKILL_OFFERED_SUM (acceleration),-459.276171875,6904.0,-,SKILL_OFFERED_SUM (6 week std),-429.253515625,1639.8427973436965,-,SKILL_OFFERED_SUM (3rd lag),371.1125,44458.0,+,APPROVED,TECH_2025-12-29,13,2025,12,363,1,TECH,,167,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,54,54,0,0,0,11313,3287,6845,7787,2914,939,1942,2809525,2844552,0
2025-10-06,planned,2025-10-06T00:00:00Z,2025-10-13,1,47411.6171875,ADDON (actual),1223.092578125,2349.0,++,MIGRATION WITH CPE (actual),782.491015625,4342.0,++,WEEK_OF_YEAR (6 week mean),-758.235546875,38.5,--,SKILL_OFFERED_SUM (acceleration),740.764453125,-7429.0,++,ASA (actual),726.025,128.0,++,SKILL_OFFERED_SUM (6 week std),708.42265625,1184.883735506006,++,SKILL_OFFERED_SUM (2nd lag),562.812109375,45209.0,++,MSTB (actual),526.882421875,981.0,++,DAY_OF_YEAR (actual),519.867578125,286.0,++,CHURN (actual),-476.592578125,7729.0,--,APPROVED,TECH_2025-10-13,1,2025,10,286,42,TECH,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,6985,4342,7665,7729,10040,981,2349,"2828105,286","2868196,286",0
2025-10-06,planned,2025-10-06T00:00:00Z,2025-10-20,2,54101.59765625,ASA (actual),5008.827734375,267.0,+++,DAY_OF_YEAR (actual),2360.4609375,293.0,++,ADDON (actual),2119.04296875,2609.0,++,START_OF_WEEK (Month) (actual),1623.228125,10.0,++,SKILL_OFFERED_SUM (6 week std),848.121484375,1184.883735506006,++,SKILL_OFFERED_SUM (acceleration),734.17578125,-7429.0,++,NEW CUSTOMER (actual),485.905859375,7277.0,+,SKILL_OFFERED_SUM (2nd lag),476.130078125,45209.0,+,MIGRATION WITH CPE (actual),467.827734375,4822.0,+,SKILL_OFFERED_SUM (5th lag),462.079296875,43341.0,+,APPROVED,TECH_2025-10-20,2,2025,10,293,43,TECH,,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,7277,4822,8909,7716,11307,1025,2609,"2824630,714","2868295,714",0
2025-10-06,planned,2025-10-06T00:00:00Z,2025-10-27,3,48057.46484375,ADDON (actual),2987.57890625,2696.0,+++,DAY_OF_YEAR (actual),1944.8578125,300.0,++,SKILL_OFFERED_SUM (2nd lag),914.2921875,45209.0,++,SKILL_OFFERED_SUM (6 week std),787.057421875,1184.883735506006,++,START_OF_WEEK (Month) (actual),696.219921875,10.0,++,SKILL_OFFERED_SUM (acceleration),672.51796875,-7429.0,++,SKILL_OFFERED_SUM (6 week mean),-445.866015625,44589.66666666666,-,MIGRATION WITHOU CPE (actual),-443.08515625,8532.0,-,CHURN (actual),-442.117578125,9058.0,-,SKILL_OFFERED_SUM (velocity),-401.34140625,-3764.000000000004,-,APPROVED,TECH_2025-10-27,3,2025,10,300,44,TECH,,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8397,5019,8532,9058,14058,1062,2696,"2822657,429","2871479,429",0
2025-10-06,planned,2025-10-06T00:00:00Z,2025-11-03,4,50866.6171875,ADDON (actual),3877.21484375,2870.0,+++,DAY_OF_YEAR (actual),3124.889453125,307.0,+++,WEEK_OF_YEAR (6 week mean),1149.12578125,38.5,++,NEW CUSTOMER (actual),-620.094921875,7486.0,--,MIGRATION WITH CPE (actual),593.562109375,14163.0,++,SKILL_OFFERED_SUM (6 week mean),-565.71328125,44589.66666666666,-,SKILL_OFFERED_SUM (6 week std),544.051171875,1184.883735506006,+,SKILL_OFFERED_SUM (6 week min),-438.1921875,43341.0,-,MSTB (actual),-391.395703125,1071.0,-,MIGRATION WITHOU CPE (actual),350.13984375,10247.0,+,APPROVED,TECH_2025-11-03,4,2025,11,307,45,TECH,,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7486,14163,10247,7297,4041,1071,2870,"2819817,857","2866992,857",0
2025-10-06,planned,2025-10-06T00:00:00Z,2025-11-10,5,49617.4609375,ADDON (actual),4014.7578125,3052.0,+++,DAY_OF_YEAR (actual),2275.198046875,314.0,+++,MIGRATION WITH CPE (actual),-822.207421875,8097.0,--,SKILL_OFFERED_SUM (6 week std),614.59375,1184.883735506006,++,CHURN (actual),-559.272265625,7819.0,--,WEEK_OF_YEAR (6 week mean),432.2265625,38.5,+,TECH SWAP (actual),423.710546875,3418.0,+,NEW CUSTOMER (actual),418.20078125,7332.0,+,SKILL_OFFERED_SUM (velocity),-335.781640625,-3764.000000000004,-,MSTB (actual),334.257421875,1026.0,+,APPROVED,TECH_2025-11-10,5,2025,11,314,46,TECH,,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7332,8097,8652,7819,3418,1026,3052,"2819705,571","2859101,571",0
